,sid
25563,13
15484,13
25487,13
25136,13
23787,13
32247,13
24888,13
29089,13
33861,13
2098,13
3860,13
22218,13
1411,13
26431,13
10294,13
7623,13
1813,13
21087,13
31414,13
1472,13
10039,13
25269,13
32927,13
5368,13
19807,13
13189,13
18217,13
18579,13
8021,13
25853,13
31262,13
27279,13
537,13
6666,13
24621,13
24413,13
20415,13
26413,13
31698,13
24828,13
8720,13
13490,13
11221,13
28253,13
12251,13
24812,13
20720,13
26591,13
2159,13
33488,13
5169,13
33804,13
4720,13
14182,13
10122,13
30524,13
9271,13
31595,13
19366,13
23786,13
26228,13
3730,13
30605,13
29935,13
27778,13
8165,13
17182,13
24747,13
19303,13
7363,13
21989,13
2866,13
4657,13
16849,13
2610,13
5408,13
6604,13
17060,13
5116,13
7580,13
22130,13
16617,13
863,13
22777,13
9607,13
5425,13
14441,13
30973,13
25362,13
5357,13
20346,13
7123,13
2644,13
4489,13
29651,13
12805,13
12466,13
26173,13
32161,13
5852,13
27929,13
9840,13
10996,13
8949,13
4857,13
1630,13
6946,13
31893,13
5874,13
24787,13
1776,13
3138,13
17368,13
20536,13
1519,13
33917,13
29145,13
26209,13
34027,13
16269,13
6633,13
1729,13
26102,13
28461,13
20358,13
30770,13
29035,13
20633,13
31082,13
23765,13
18066,13
16472,13
15123,13
17290,13
8485,13
22706,13
33505,13
5340,13
23654,13
30100,13
19843,13
19833,13
8670,13
28341,13
21754,13
32269,13
9009,13
22621,13
10887,13
13953,13
33923,13
9461,13
30327,13
5548,13
14697,13
911,13
4028,13
7291,13
8135,13
9470,13
28579,13
7653,13
27986,13
27736,13
28239,13
33171,13
25494,13
14768,13
33573,13
27180,13
22649,13
13208,13
19656,13
17572,13
25048,13
2298,13
20459,13
21340,13
666,13
22194,13
1104,13
13686,13
15978,13
34017,13
735,13
3189,13
25238,13
34085,13
21450,13
26715,13
21803,13
27111,13
31205,13
29642,13
29529,13
4329,13
21277,13
19497,13
31314,13
29792,13
16560,13
4740,13
11115,13
8273,13
8702,13
21801,13
7111,13
5549,13
15942,13
29076,13
23999,13
6112,13
13308,13
22760,13
32812,13
20765,13
12276,13
14807,13
693,13
15589,13
6198,13
15209,13
23511,13
1191,13
21948,13
13623,13
31981,13
21390,13
24859,13
5856,13
1422,13
6140,13
16223,13
6061,13
1000,13
34081,13
16153,13
9752,13
7047,13
31627,13
9613,13
17292,13
33816,13
23212,13
27930,13
21289,13
13585,13
23439,13
29130,13
20495,13
14816,13
16886,13
31719,13
23615,13
22330,13
4003,13
7444,13
25391,13
25693,13
2578,13
32839,13
30077,13
28991,13
34126,13
16350,13
24821,13
26075,13
20617,13
30087,13
24225,13
18744,13
518,13
33717,13
14755,13
517,13
33075,13
3752,13
29308,13
2338,13
7868,13
6110,13
32160,13
26943,13
9764,13
4702,13
18667,13
6298,13
12161,13
21170,13
5139,13
6048,13
2111,13
15533,13
6838,13
3214,13
20682,13
12458,13
26175,13
28722,13
13403,13
32834,13
28608,13
22843,13
4130,13
19195,13
7445,13
11813,13
14507,13
29976,13
7418,13
6179,13
2275,13
28767,13
31389,13
30488,13
21001,13
31369,13
11208,13
32936,13
1907,13
12891,13
17397,13
16721,13
31912,13
24633,13
18009,13
1167,13
12486,13
8097,13
5253,13
29655,13
23664,13
34010,12
20344,12
31942,12
29543,12
18965,12
14198,12
31058,12
26821,12
4979,12
1719,12
19433,12
21152,12
24979,12
171,12
8366,12
22001,12
33254,12
873,12
18479,12
4459,12
25253,12
28163,12
30840,12
7282,12
23070,12
18296,12
13676,12
6156,12
18786,12
29559,12
6044,12
29101,12
32762,12
15394,12
34413,12
28845,12
32439,12
25922,12
5961,12
19137,12
24942,12
8548,12
13439,12
19104,12
8830,12
31598,12
12829,12
15380,12
26945,12
17057,12
15335,12
13144,12
22060,12
8162,12
13159,12
34471,12
32866,12
27152,12
31147,12
29892,12
18261,12
16551,12
888,12
21866,12
22552,12
14454,12
7584,12
13518,12
26996,12
1869,12
10660,12
7634,12
17429,12
13820,12
16078,12
26294,12
9163,12
25565,12
24189,12
12919,12
2248,12
20640,12
15691,12
16274,12
32890,12
17949,12
25055,12
22378,12
21683,12
7518,12
14030,12
16411,12
17251,12
4043,12
6492,12
4639,12
3022,12
30917,12
32276,12
13642,12
4467,12
11592,12
4296,12
16753,12
21111,12
21535,12
15357,12
6345,12
3196,12
28788,12
10073,12
14973,12
22947,12
32958,12
29311,12
4428,12
21467,12
32383,12
28661,12
34175,12
23745,12
34425,12
19651,12
9175,12
23410,12
26309,12
2234,12
13850,12
17303,12
11792,12
30335,12
22514,12
25775,12
27074,12
21845,12
8059,12
10721,12
29345,12
10265,12
23670,12
9750,12
1722,12
26432,12
9918,12
4515,12
19955,12
31413,12
11288,12
23418,12
28481,12
2225,12
26128,12
31358,12
845,12
7294,12
30191,12
29739,12
33659,12
33258,12
29185,12
18370,12
23597,12
30609,12
16882,12
14451,12
2393,12
26319,12
4773,12
23737,12
10589,12
3188,12
24776,12
23143,12
27747,12
33608,12
30147,12
12118,12
2405,12
12656,12
1202,12
8896,12
7203,12
7138,12
27486,12
34120,12
17433,12
5296,12
344,12
23595,12
16282,12
30123,12
1893,12
1701,12
9585,12
8903,12
1132,12
21853,12
7863,12
19806,12
15203,12
8900,12
11936,12
9766,12
28351,12
34281,12
9415,12
5621,12
22731,12
31354,12
33404,12
22933,12
995,12
8161,12
29072,12
19118,12
33654,12
20071,12
2039,12
31707,12
14310,12
25429,12
2904,12
27488,12
1561,12
30632,12
16570,12
17745,12
20582,12
27989,12
28003,12
18043,12
3416,12
9565,12
11883,12
13663,12
31581,12
22713,12
1059,12
15396,12
18614,12
17814,12
25273,12
29658,12
20521,12
3705,12
1368,12
9322,12
19966,12
13473,12
19947,12
15713,12
23917,12
11094,12
27585,12
32868,12
6992,12
6822,12
18778,12
20819,12
4791,12
22872,12
17011,12
27320,12
2386,12
33255,12
10103,12
11945,12
10608,12
19581,12
11091,12
16837,12
3537,12
4800,12
27765,12
33714,12
706,12
16895,12
25760,12
17961,12
15046,12
21689,12
32656,12
12960,12
19631,12
5463,12
31278,12
21195,12
7510,12
15781,12
18327,12
30925,12
8022,12
23515,12
6170,12
16749,12
25025,12
31633,12
27615,12
6674,12
3706,12
26984,12
14005,12
6094,12
16243,12
10579,12
1017,12
3445,12
15987,12
8368,12
11433,12
34148,12
20847,12
26457,12
24688,12
26644,12
21035,12
23667,12
19883,12
28097,12
19109,12
27257,12
16211,12
7875,12
16486,12
31212,12
32091,12
17944,12
24083,12
9896,12
12392,12
16033,12
30908,12
18299,12
16571,12
4559,12
19657,12
11797,12
27766,12
31277,12
16357,12
33916,12
20607,12
24952,12
343,12
11975,12
5460,12
7509,12
24697,12
27232,12
17772,12
3062,12
18812,12
25946,12
29612,12
26578,12
29373,12
2517,12
19371,12
14672,12
13667,12
7527,12
2240,12
13171,12
17425,12
16875,12
21158,12
17372,12
29020,12
9632,12
3261,12
10364,12
28015,12
14455,12
26300,12
28787,12
630,12
31222,12
19301,12
32236,12
19501,12
16413,12
1441,12
17791,12
15547,12
15221,12
971,12
12106,12
14006,12
28798,12
16200,12
33100,12
18605,12
23529,12
177,12
32598,12
9075,12
15196,12
25274,12
11882,12
25802,12
13161,12
17614,12
18616,12
21338,12
13483,12
34006,12
33467,12
18462,12
5290,12
7028,12
22198,12
4946,12
27667,12
18126,12
21421,12
14964,12
15708,12
8879,12
14866,12
3024,12
11391,12
17528,12
10570,12
3493,12
17320,12
20464,12
2162,12
27119,12
6694,12
2172,12
20295,12
22193,12
29164,12
31684,12
25276,12
25702,12
7009,12
21626,12
3258,12
23665,12
20905,12
24442,12
29796,12
20674,12
34231,12
19571,12
10358,12
25936,12
6847,12
4798,12
30189,12
25923,12
33634,12
8888,12
23739,12
30,12
11955,12
11458,12
33243,12
31101,12
15870,12
22905,12
33119,12
9396,12
2382,12
22370,12
29897,12
26298,12
3249,12
19302,12
33639,12
10711,12
10102,12
18929,12
2907,12
27498,12
1999,12
13941,12
14521,12
12472,12
5473,12
16566,12
29549,12
18278,12
9913,12
16245,12
25590,12
31328,12
14871,12
15712,12
29281,12
4519,12
9571,12
31726,12
1370,12
1221,12
13507,12
14872,12
18325,12
34244,12
32424,12
6481,12
16589,12
29214,12
6318,12
21525,12
14175,12
25619,12
20816,12
20312,12
10191,12
25289,12
10069,12
9586,12
5801,12
32094,12
2170,12
12393,12
24239,12
22137,12
4000,12
22199,12
1054,12
17568,12
21175,12
32982,12
21179,12
15733,12
24762,12
25761,12
2169,12
25948,12
29016,12
29174,12
27817,12
3419,12
1483,12
33446,12
12976,12
4787,12
2167,12
25764,12
27813,12
28527,12
3709,12
30050,12
15034,12
20085,12
27324,12
182,12
30331,12
14952,12
29887,12
8049,12
28190,12
5627,12
30387,12
16815,12
30548,12
23738,12
29793,12
13499,12
18902,12
16927,12
31072,12
1882,12
20593,12
18776,12
4961,12
701,12
24428,12
21909,12
13628,12
27024,12
28241,12
23336,12
11392,12
12011,12
20063,12
1417,12
20425,12
19386,12
32481,12
8155,12
15593,12
13544,12
25826,12
2134,12
6295,12
28761,12
17126,12
24872,12
24531,12
15139,12
18663,12
2692,12
24157,12
8999,12
12253,12
5098,12
33324,12
15141,12
7457,12
15815,12
13604,12
33248,12
33225,12
10125,12
10022,12
20267,12
10474,12
1157,12
15953,12
4033,12
4385,12
8131,12
27362,12
239,12
2286,12
9791,12
8645,12
9961,12
25896,12
2045,12
27944,12
33814,12
34252,12
9278,12
17353,12
1082,12
16309,12
23498,12
13970,12
19025,12
22246,12
30598,12
26122,12
10473,12
22509,12
4664,12
12280,12
24077,12
19899,12
8195,12
27012,12
1594,12
27945,12
18320,12
32043,12
5359,12
571,12
2618,12
34100,12
25143,12
20939,12
26408,12
25825,12
31284,12
22109,12
23644,12
6438,12
33077,12
30772,12
1172,12
14734,12
10678,12
28250,12
26203,12
31283,12
17364,12
16478,12
25226,12
8193,12
26899,12
34372,12
14338,12
18711,12
10903,12
8474,12
23093,12
18682,12
25571,12
27699,12
26200,12
23317,12
33326,12
10299,12
27923,12
3827,12
9366,12
1983,12
1310,12
29744,12
24079,12
13556,12
28922,12
26069,12
20965,12
13235,12
18918,12
17420,12
20120,12
19894,12
13594,12
24018,12
7677,12
19511,12
14106,12
16661,12
2536,12
32508,12
19037,12
28594,12
8985,12
22681,12
16538,12
20247,12
5916,12
17460,12
26924,12
33325,12
27949,12
34096,12
32645,12
7971,12
26782,12
10296,12
4387,12
28413,12
12949,12
21599,12
15263,12
2559,12
32231,12
8997,12
23803,12
15607,12
12288,12
5362,12
23425,12
21243,12
32899,12
28763,12
16634,12
15930,12
22071,12
25492,12
29457,12
20020,12
5183,12
19330,12
2846,12
9273,12
8438,12
13315,12
31794,12
24036,12
5917,12
16118,12
27085,12
8761,12
25528,12
16526,12
13234,12
17850,12
13198,12
19921,12
34439,12
1078,12
26915,12
14633,12
24535,12
17491,12
1765,12
31828,12
31679,12
15452,12
26683,12
7140,12
3202,12
32340,12
10026,12
4618,12
1687,12
4148,12
2788,12
6101,12
6444,12
16896,12
32546,12
33747,12
27290,12
20561,12
28963,12
10536,12
20987,12
6023,12
17646,12
6446,12
11676,12
10253,12
28757,12
26401,12
11827,12
6066,12
4017,12
91,12
10334,12
26097,12
15658,12
19026,12
34109,12
28907,12
1589,12
28634,12
6811,12
22414,12
27653,12
31208,12
8792,12
25236,12
6784,12
10112,12
26351,12
1967,12
24296,12
31315,12
8241,12
17720,12
20029,12
25916,12
24719,12
33928,12
31980,12
15747,12
20390,12
27192,12
33056,12
33427,12
33696,12
16347,12
15964,12
20205,12
22926,12
9003,12
26705,12
29067,12
2862,12
23791,12
23844,12
27217,12
27881,12
389,12
15587,12
8280,12
22309,12
29243,12
14121,12
14722,12
16824,12
22608,12
24301,12
27525,12
11650,12
17912,12
29654,12
5254,12
10332,12
16826,12
7830,12
19925,12
32410,12
21216,12
12724,12
2136,12
11164,12
30949,12
20771,12
28824,12
27018,12
31112,12
19744,12
22578,12
14263,12
21794,12
8765,12
10988,12
5925,12
807,12
13037,12
31528,12
4490,12
16003,12
32791,12
32310,12
235,12
15506,12
13375,12
10211,12
15967,12
2995,12
946,12
1927,12
29851,12
34199,12
17876,12
25022,12
19233,12
16174,12
25038,12
20364,12
6533,12
16608,12
31166,12
12078,12
24300,12
30441,12
2544,12
17935,12
567,12
28625,12
3714,12
22029,12
1324,12
20541,12
18936,12
16848,12
11871,12
8419,12
20446,12
22472,12
24462,12
7090,12
8320,12
22099,12
18722,12
18318,12
3129,12
5723,12
20560,12
33832,12
32549,12
26711,12
14208,12
34198,12
11501,12
15745,12
16993,12
6619,12
27599,12
17632,12
13793,12
3638,12
6891,12
15920,12
34343,12
13194,12
908,12
32214,12
30467,12
5701,12
2124,12
25857,12
6222,12
9795,12
4099,12
28943,12
31875,12
14228,12
14922,12
17673,12
32527,12
9618,12
11917,12
29257,12
11671,12
1516,12
13716,12
7663,12
2118,12
13575,12
22967,12
10756,12
8968,12
9288,12
9999,12
19521,12
9183,12
268,12
11918,12
25358,12
25008,12
23107,12
8637,12
19204,12
22086,12
8454,12
34076,12
13898,12
22283,12
29592,12
31363,12
32014,12
30222,12
17672,12
30646,12
32013,12
28403,12
23284,12
16664,12
23965,12
6725,12
28958,12
24503,12
27203,12
28913,12
23109,12
3984,12
31305,12
1023,12
9733,12
4751,12
32543,12
5703,12
4094,12
13831,12
29599,12
22810,12
18503,12
15295,12
28597,12
271,12
10222,12
20101,12
11159,12
15807,12
22276,12
11013,12
28118,12
13962,12
24134,12
5562,12
21515,12
23169,12
17159,12
3143,12
28803,12
19718,12
19958,12
3517,12
34031,12
7615,12
19723,12
27919,12
21583,12
33371,12
4503,12
23822,12
27912,12
25159,12
33157,12
29620,12
32858,12
33560,12
9805,12
16904,12
11199,12
23616,12
20608,12
3849,12
14594,12
34580,12
32326,12
17985,12
13391,12
12559,12
27032,12
18844,12
33194,12
20403,12
23966,12
3147,12
9986,12
9662,12
28937,12
7241,12
3659,12
18354,12
21120,12
26550,12
8450,12
25355,12
22592,12
13569,12
21568,12
33370,12
8782,12
28741,12
2522,12
32666,12
11916,12
21571,12
29766,12
8776,12
24839,12
33670,12
22449,12
5257,12
19202,12
11014,12
28229,12
16964,12
17667,12
15249,12
27782,12
28631,12
9106,12
7243,12
1291,12
11534,12
14229,12
9487,12
24320,12
9149,12
26886,12
22272,12
5387,12
21059,12
3002,12
29450,12
34073,12
1673,12
28230,12
4683,12
4360,12
29080,12
21406,12
18501,12
25862,12
18187,12
1024,12
12778,12
778,12
14988,12
32228,12
17363,12
5889,12
916,12
24861,12
23630,12
28254,12
12359,12
27212,12
8852,12
5044,12
29974,12
14918,12
21146,12
2009,12
10882,12
1470,12
1168,12
950,12
7412,12
23314,12
29056,12
25365,12
15134,12
28237,12
31903,12
29112,12
24827,12
6939,12
27579,12
19870,12
4242,12
23837,12
21747,12
14256,12
20255,12
18954,12
28290,12
33857,12
11914,12
26042,12
7956,12
31368,12
25227,12
16536,12
11517,12
23429,12
19528,12
1272,12
21940,12
6225,12
31617,12
18010,12
2294,12
2025,12
28088,12
8791,12
27008,12
18706,12
28570,12
19096,12
6424,12
27230,12
15602,12
27292,12
17335,12
16773,12
13241,12
31836,12
16637,12
7448,12
9503,12
1169,12
30485,12
33160,12
32348,12
24961,12
1306,12
1680,12
6224,12
18574,12
34569,12
9796,12
22668,12
32534,12
1421,12
1782,12
19529,12
34534,12
18385,12
1518,12
7413,12
11507,12
2331,12
27213,12
29432,12
10388,12
16638,12
18584,12
20494,12
20208,12
27786,12
17305,12
26639,12
15290,12
9198,12
17381,12
23526,12
23963,12
957,12
15939,12
21949,12
11338,12
14612,12
23108,12
32786,12
8842,12
26910,12
1002,12
21402,12
34221,12
28080,12
31516,12
27377,12
15352,12
6069,12
23832,12
11912,12
19532,12
8633,12
29771,12
32321,12
1942,12
20724,12
22263,12
21787,12
30223,12
32542,12
4022,12
19700,12
33159,12
22461,12
6910,12
16666,12
25569,12
31474,12
9211,12
27376,12
580,12
11704,12
446,12
4097,12
22660,12
32128,12
30452,12
17930,12
11146,12
33191,12
14319,12
19598,12
25881,12
31216,12
27663,12
3,12
20057,12
2811,12
17031,12
16822,12
20764,12
33362,12
25166,12
31513,12
5202,12
16669,12
27037,12
28291,12
10007,12
4166,12
10325,12
26499,12
14423,12
22089,12
24038,12
2998,12
16887,12
1423,12
9611,12
20103,12
32027,12
29773,12
15280,12
7959,12
9866,12
2011,12
16971,12
7812,12
13874,12
28726,12
1455,12
1663,12
30205,12
4925,12
15460,12
2775,12
26519,12
3964,12
18655,12
524,12
27680,12
25818,12
15788,12
4308,12
24438,12
16712,12
31688,12
31889,12
11257,12
32364,12
7381,12
14032,12
5335,12
19319,12
25970,12
13624,12
33991,12
17119,12
19166,12
7485,12
28704,12
16300,12
6057,12
9938,12
28889,12
1854,12
1581,12
31024,12
16534,12
8104,12
26330,12
14489,12
23022,12
5954,12
21812,12
21832,12
26841,12
10449,12
32476,12
1346,12
21614,12
28618,12
15685,12
11591,12
12207,12
18804,12
1858,12
22477,12
16197,12
26657,12
11478,12
1235,12
3282,12
25311,12
10720,12
27681,12
9593,12
30754,12
11182,12
4198,12
15058,12
7325,12
21879,12
18468,12
19461,12
22858,12
5678,12
10737,12
22238,12
31652,12
29519,12
12898,12
13976,12
28274,12
1236,12
20296,12
31960,12
32625,12
19162,12
30005,12
12391,12
24558,12
15069,12
26732,12
24685,12
17106,12
827,12
10794,12
22389,12
28471,12
7646,12
47,12
33307,12
22564,12
26929,12
24215,12
28705,12
2365,12
3229,12
4994,12
17544,12
31855,12
7679,12
6303,12
23760,12
9604,12
8510,12
29492,12
31631,12
27757,12
1632,12
9092,12
33932,12
10723,12
11999,12
19763,12
9828,12
25744,12
25910,12
24229,12
32624,12
11364,12
27955,12
1122,12
27952,12
25504,12
23702,12
728,12
1341,12
20436,12
18806,12
26931,12
16694,12
11278,12
4738,12
18853,12
24525,12
34331,12
27443,12
18069,12
2879,12
26765,12
19450,12
24686,12
13535,12
13023,12
13415,12
23351,12
32243,12
9770,12
6975,12
5017,12
27953,12
18580,12
7299,12
34262,12
9528,12
14558,12
10460,12
5250,12
17446,12
32112,12
5129,12
6462,12
6464,12
30314,12
27245,12
13180,12
4090,12
9417,12
28266,12
23157,12
29734,12
10251,12
11673,12
8184,12
26725,12
13358,12
6699,12
8574,12
23038,12
19776,12
23458,12
19360,12
11596,12
28332,12
5327,12
24578,12
30535,12
18255,12
7885,12
29127,12
1351,12
24261,12
8357,12
25125,12
13432,12
19655,12
32945,12
28068,12
7114,12
673,12
5221,12
9036,12
638,12
12787,12
19777,12
32071,12
12668,12
2211,12
30912,12
1186,12
24385,12
27113,12
8739,12
31940,12
6472,12
14668,12
20084,12
28775,12
843,12
28532,12
39,12
10446,12
6344,12
18336,12
28869,12
19824,12
32889,12
9551,12
32359,12
11982,12
13514,12
23239,12
16206,12
6669,12
10189,12
1575,12
25700,12
14234,12
11216,12
31847,12
33847,12
9935,12
17218,12
30709,12
32988,12
30893,12
842,12
33626,12
20065,12
26212,12
8183,12
6244,12
10566,12
29803,12
29291,12
4934,12
6527,12
23491,12
14715,12
15458,12
3742,12
30026,12
16355,12
28071,12
5958,12
12257,12
11872,12
15917,12
11476,12
26150,12
21211,12
33109,12
31338,12
10701,12
2884,12
32477,12
17955,12
20487,12
30066,12
9543,12
6158,12
20982,12
23039,12
27686,12
3906,12
613,12
33764,12
20591,12
7889,12
31175,12
25822,12
6603,12
4572,12
8652,12
12811,12
15405,12
23586,12
11308,12
1743,12
34361,12
30662,12
9773,12
30401,12
3278,12
3687,12
22186,12
24907,12
18038,12
19972,12
21189,12
16335,12
22978,12
34422,12
14432,12
16583,12
10338,12
28275,12
10287,12
13356,12
24682,12
31562,12
30942,12
24797,12
11161,12
12503,12
4196,12
30832,12
30825,12
19788,12
19460,12
20588,12
23585,12
26487,12
8622,12
8514,12
11477,12
4052,12
20812,12
12342,12
16185,12
2434,12
8934,12
15329,12
22847,12
16618,12
33782,12
10471,12
24968,12
5507,12
7084,12
12340,12
8349,12
14494,12
23441,12
31374,12
22740,12
26349,12
30271,12
26937,12
27143,12
3809,12
33869,12
33741,12
32572,12
10292,12
22585,12
3678,12
11140,12
13912,12
22230,12
1332,12
27193,12
6711,12
33229,12
23545,12
14899,12
20627,12
6598,12
10033,12
11167,12
18007,12
23273,12
10983,12
820,12
2714,12
27455,12
10884,12
10546,12
33871,12
17553,12
9373,12
3036,12
31885,12
32398,12
20447,12
22762,12
7472,12
12504,12
27372,12
4913,12
23033,12
28676,12
12083,12
5760,12
2783,12
19258,12
28911,12
19671,12
1666,12
22163,12
9445,12
5213,12
19088,12
8066,12
18235,12
11713,12
15810,12
32338,12
16180,12
15494,12
20951,12
12377,12
5036,12
13447,12
6641,12
6236,12
155,12
30419,12
11654,12
2202,12
9446,12
25170,12
25838,12
29246,12
21717,12
10556,12
30212,12
13250,12
313,12
23099,12
24211,12
642,12
10970,12
4915,12
25196,12
28309,12
26775,12
30869,12
17402,12
6749,12
4834,12
23021,12
12423,12
8327,12
5726,12
16697,12
12852,12
3225,12
24151,12
941,12
20178,12
24028,12
7388,12
10630,12
5212,12
21811,12
11355,12
5168,12
9435,12
24975,12
562,12
14646,12
6371,12
2688,12
21077,12
3635,12
7177,12
824,12
19028,12
24149,12
7835,12
6879,12
2006,12
14052,12
26767,12
33163,12
11060,12
34034,12
14290,11
11139,11
19317,11
22495,11
17786,11
10719,11
9095,11
8361,11
26070,11
9087,11
32925,11
9590,11
3473,11
2057,11
19826,11
27790,11
30370,11
21511,11
31346,11
5796,11
8560,11
18831,11
4474,11
15379,11
32369,11
8364,11
19621,11
32140,11
23944,11
21982,11
16794,11
21399,11
24987,11
24542,11
16039,11
30110,11
26141,11
31399,11
33149,11
2185,11
10379,11
8330,11
3745,11
15512,11
26010,11
24197,11
13727,11
32670,11
30320,11
21641,11
13701,11
2425,11
23196,11
2966,11
18071,11
19812,11
27001,11
17056,11
1901,11
27301,11
28552,11
521,11
22938,11
24706,11
11399,11
16897,11
24708,11
33391,11
12939,11
10898,11
30381,11
12926,11
21464,11
14975,11
1915,11
20850,11
5117,11
8315,11
3757,11
26585,11
30076,11
29171,11
25587,11
29187,11
30051,11
21149,11
401,11
18813,11
21634,11
11910,11
4062,11
6622,11
16756,11
33152,11
28538,11
29699,11
32425,11
30581,11
15497,11
16279,11
2924,11
1147,11
30683,11
29324,11
17541,11
27548,11
20599,11
15023,11
33742,11
10386,11
33432,11
29338,11
19060,11
17820,11
22147,11
3542,11
9071,11
9884,11
10914,11
15763,11
28335,11
22491,11
29334,11
15868,11
3960,11
16014,11
13947,11
33231,11
17275,11
4780,11
6817,11
29047,11
16031,11
9616,11
20096,11
16254,11
13991,11
27006,11
25113,11
152,11
20892,11
33668,11
11938,11
25516,11
2965,11
8157,11
2427,11
981,11
6521,11
12675,11
28006,11
13173,11
8358,11
22656,11
33162,11
6616,11
13480,11
18037,11
30071,11
6776,11
17552,11
13476,11
6147,11
12765,11
7559,11
17926,11
24977,11
4987,11
21531,11
31365,11
17777,11
27823,11
19834,11
12284,11
17309,11
13685,11
31745,11
19623,11
3489,11
15994,11
22430,11
14468,11
2975,11
21160,11
8593,11
5538,11
23557,11
22513,11
12246,11
6281,11
30090,11
19484,11
14343,11
33158,11
917,11
18951,11
23045,11
